Match_ID,Season,Competition,Matchday,Date,Home_Team,Away_Team,Venue
L1-2026-27-217,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,Angers SCO,Le Mans FC,Stade Raymond-Kopa
L1-2026-27-218,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,RC Lens,LOSC Lille,Stade Bollaert-Delelis
L1-2026-27-219,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,FC Lorient,OGC Nice,Stade du Moustoir
L1-2026-27-220,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,Olympique de Marseille,Olympique lyonnais,Orange Vélodrome
L1-2026-27-221,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,AS Monaco,Le Havre AC,Stade Louis-II
L1-2026-27-222,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,Paris Saint-Germain,RC Strasbourg,Parc des Princes
L1-2026-27-223,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,Stade rennais FC,Paris FC,Roazhon Park
L1-2026-27-224,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,Toulouse FC,Stade brestois 29,Stadium de Toulouse
L1-2026-27-225,2026-2027,Ligue 1 McDonald's,Journée 25,2027-03-06,ESTAC Troyes,AJ Auxerre,Stade de l'Aube
L1-2026-27-226,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,Angers SCO,AS Monaco,Stade Raymond-Kopa
L1-2026-27-227,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,AJ Auxerre,RC Lens,Stade de l'Abbé-Deschamps
L1-2026-27-228,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,Stade brestois 29,FC Lorient,Stade Francis-Le Blé
L1-2026-27-229,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,Le Havre AC,ESTAC Troyes,Stade Océane
L1-2026-27-230,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,Le Mans FC,Olympique de Marseille,Stade Marie-Marvingt
L1-2026-27-231,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,LOSC Lille,Stade rennais FC,Decathlon Arena - Stade Pierre-Mauroy
L1-2026-27-232,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,OGC Nice,Olympique lyonnais,Allianz Riviera
L1-2026-27-233,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,Paris FC,Paris Saint-Germain,Stade Jean-Bouin
L1-2026-27-234,2026-2027,Ligue 1 McDonald's,Journée 26,2027-03-13,RC Strasbourg,Toulouse FC,Stade de la Meinau
L1-2026-27-235,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,Le Mans FC,AJ Auxerre,Stade Marie-Marvingt
L1-2026-27-236,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,LOSC Lille,Toulouse FC,Decathlon Arena - Stade Pierre-Mauroy
L1-2026-27-237,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,FC Lorient,RC Lens,Stade du Moustoir
L1-2026-27-238,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,Olympique lyonnais,RC Strasbourg,Groupama Stadium
L1-2026-27-239,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,Olympique de Marseille,Stade brestois 29,Orange Vélodrome
L1-2026-27-240,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,AS Monaco,Stade rennais FC,Stade Louis-II
L1-2026-27-241,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,OGC Nice,Paris FC,Allianz Riviera
L1-2026-27-242,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,Paris Saint-Germain,Le Havre AC,Parc des Princes
L1-2026-27-243,2026-2027,Ligue 1 McDonald's,Journée 27,2027-03-20,ESTAC Troyes,Angers SCO,Stade de l'Aube
L1-2026-27-244,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,Angers SCO,Olympique lyonnais,Stade Raymond-Kopa
L1-2026-27-245,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,AJ Auxerre,FC Lorient,Stade de l'Abbé-Deschamps
L1-2026-27-246,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,Stade brestois 29,Le Mans FC,Stade Francis-Le Blé
L1-2026-27-247,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,Le Havre AC,Olympique de Marseille,Stade Océane
L1-2026-27-248,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,RC Lens,OGC Nice,Stade Bollaert-Delelis
L1-2026-27-249,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,AS Monaco,RC Strasbourg,Stade Louis-II
L1-2026-27-250,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,Paris Saint-Germain,LOSC Lille,Parc des Princes
L1-2026-27-251,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,Stade rennais FC,ESTAC Troyes,Roazhon Park
L1-2026-27-252,2026-2027,Ligue 1 McDonald's,Journée 28,2027-04-03,Toulouse FC,Paris FC,Stadium de Toulouse
L1-2026-27-253,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,Le Mans FC,Le Havre AC,Stade Marie-Marvingt
L1-2026-27-254,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,LOSC Lille,AS Monaco,Decathlon Arena - Stade Pierre-Mauroy
L1-2026-27-255,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,FC Lorient,Paris Saint-Germain,Stade du Moustoir
L1-2026-27-256,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,Olympique lyonnais,Stade brestois 29,Groupama Stadium
L1-2026-27-257,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,Olympique de Marseille,AJ Auxerre,Orange Vélodrome
L1-2026-27-258,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,OGC Nice,Angers SCO,Allianz Riviera
L1-2026-27-259,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,Paris FC,RC Lens,Stade Jean-Bouin
L1-2026-27-260,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,RC Strasbourg,Stade rennais FC,Stade de la Meinau
L1-2026-27-261,2026-2027,Ligue 1 McDonald's,Journée 29,2027-04-10,ESTAC Troyes,Toulouse FC,Stade de l'Aube
L1-2026-27-262,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,AJ Auxerre,Olympique lyonnais,Stade de l'Abbé-Deschamps
L1-2026-27-263,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,Le Havre AC,Paris FC,Stade Océane
L1-2026-27-264,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,RC Lens,Le Mans FC,Stade Bollaert-Delelis
L1-2026-27-265,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,AS Monaco,FC Lorient,Stade Louis-II
L1-2026-27-266,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,Paris Saint-Germain,Angers SCO,Parc des Princes
L1-2026-27-267,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,Stade rennais FC,OGC Nice,Roazhon Park
L1-2026-27-268,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,RC Strasbourg,LOSC Lille,Stade de la Meinau
L1-2026-27-269,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,Toulouse FC,Olympique de Marseille,Stadium de Toulouse
L1-2026-27-270,2026-2027,Ligue 1 McDonald's,Journée 30,2027-04-17,ESTAC Troyes,Stade brestois 29,Stade de l'Aube
L1-2026-27-271,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,Angers SCO,Toulouse FC,Stade Raymond-Kopa
L1-2026-27-272,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,Stade brestois 29,AJ Auxerre,Stade Francis-Le Blé
L1-2026-27-273,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,Le Mans FC,ESTAC Troyes,Stade Marie-Marvingt
L1-2026-27-274,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,RC Lens,AS Monaco,Stade Bollaert-Delelis
L1-2026-27-275,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,FC Lorient,RC Strasbourg,Stade du Moustoir
L1-2026-27-276,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,Olympique lyonnais,Paris Saint-Germain,Groupama Stadium
L1-2026-27-277,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,OGC Nice,Olympique de Marseille,Allianz Riviera
L1-2026-27-278,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,Paris FC,LOSC Lille,Stade Jean-Bouin
L1-2026-27-279,2026-2027,Ligue 1 McDonald's,Journée 31,2027-04-24,Stade rennais FC,Le Havre AC,Roazhon Park
L1-2026-27-280,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,AJ Auxerre,Stade rennais FC,Stade de l'Abbé-Deschamps
L1-2026-27-281,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,Stade brestois 29,Le Havre AC,Stade Francis-Le Blé
L1-2026-27-282,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,LOSC Lille,Angers SCO,Decathlon Arena - Stade Pierre-Mauroy
L1-2026-27-283,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,Olympique lyonnais,Le Mans FC,Groupama Stadium
L1-2026-27-284,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,Olympique de Marseille,RC Lens,Orange Vélodrome
L1-2026-27-285,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,AS Monaco,Paris FC,Stade Louis-II
L1-2026-27-286,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,Paris Saint-Germain,OGC Nice,Parc des Princes
L1-2026-27-287,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,RC Strasbourg,ESTAC Troyes,Stade de la Meinau
L1-2026-27-288,2026-2027,Ligue 1 McDonald's,Journée 32,2027-05-01,Toulouse FC,FC Lorient,Stadium de Toulouse
L1-2026-27-289,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,Angers SCO,Stade brestois 29,Stade Raymond-Kopa
L1-2026-27-290,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,Le Havre AC,LOSC Lille,Stade Océane
L1-2026-27-291,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,Le Mans FC,RC Strasbourg,Stade Marie-Marvingt
L1-2026-27-292,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,RC Lens,Stade rennais FC,Stade Bollaert-Delelis
L1-2026-27-293,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,FC Lorient,Olympique lyonnais,Stade du Moustoir
L1-2026-27-294,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,OGC Nice,AS Monaco,Allianz Riviera
L1-2026-27-295,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,Paris FC,Olympique de Marseille,Stade Jean-Bouin
L1-2026-27-296,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,Toulouse FC,AJ Auxerre,Stadium de Toulouse
L1-2026-27-297,2026-2027,Ligue 1 McDonald's,Journée 33,2027-05-08,ESTAC Troyes,Paris Saint-Germain,Stade de l'Aube
L1-2026-27-298,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,AJ Auxerre,Le Havre AC,Stade de l'Abbé-Deschamps
L1-2026-27-299,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,Stade brestois 29,RC Lens,Stade Francis-Le Blé
L1-2026-27-300,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,LOSC Lille,Le Mans FC,Decathlon Arena - Stade Pierre-Mauroy
L1-2026-27-301,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,Olympique lyonnais,Paris FC,Groupama Stadium
L1-2026-27-302,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,Olympique de Marseille,FC Lorient,Orange Vélodrome
L1-2026-27-303,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,AS Monaco,ESTAC Troyes,Stade Louis-II
L1-2026-27-304,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,Paris Saint-Germain,Toulouse FC,Parc des Princes
L1-2026-27-305,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,Stade rennais FC,Angers SCO,Roazhon Park
L1-2026-27-306,2026-2027,Ligue 1 McDonald's,Journée 34,2027-05-22,RC Strasbourg,OGC Nice,Stade de la Meinau
